word,freq,year
reforming,1,2001
reforming,1,2005
reforming,1,2011
reforming,1,2014
reformers,1,2005
reformers,1,2007
reformed,1,2012
reformed,1,2016
reform,9,2001
reform,2,2002
reform,5,2003
reform,5,2004
reform,5,2005
reform,7,2006
reform,7,2007
reform,6,2008
reform,11,2009
reform,11,2010
reform,6,2011
reform,3,2012
reform,10,2013
reform,10,2014
reform,1,2015
reform,2,2016
reflects,1,2006
reflects,2,2009
reflects,1,2016
reflection,1,2008
reflected,1,2001
reflected,1,2002
reflect,1,2001
reflect,1,2004
reflect,1,2005
reflect,1,2006
reflect,1,2007
reflect,1,2010
reflect,2,2015
reflect,3,2016
refinancing,1,2010
refinancing,1,2012
refinancing,1,2013
refinances,1,2009
refinance,1,2008
refinance,1,2009
refinance,1,2013
refighting,1,2011
refighting,1,2014
refighting,1,2015
reestablishing,1,2011
reentry,1,2004
reenter,1,2007
reenergized,1,2015
reemployment,1,2012
reductions,1,2001
reductions,2,2003
reductions,1,2004
reductions,1,2013
reduction,5,2013
reducing,1,2001
reducing,1,2002
reducing,2,2003
reducing,1,2008
reducing,2,2011
reducing,3,2013
reducing,1,2014
reduces,1,2003
reduces,1,2005
reduces,1,2006
reduces,1,2008
reduced,1,2001
reduced,2,2004
reduced,1,2006
reduced,1,2014
reduced,1,2015
reduced,1,2016
reduce,1,2001
reduce,1,2002
reduce,2,2004
reduce,1,2005
reduce,3,2006
reduce,3,2007
reduce,2,2008
reduce,1,2009
reduce,5,2010
reduce,2,2011
reduce,1,2012
reduce,7,2013
reduce,5,2014
reduce,2,2015
reduce,1,2016
redouble,1,2011
rediscovered,1,2004
redesign,1,2012
redesign,1,2013
redesign,1,2014
redefining,1,2004
redefined,1,2005
redefine,1,2004
redefine,1,2006
red,1,2011
red,2,2012
red,1,2013
red,2,2014
red,1,2015
red,2,2016
recruits,1,2007
recruitment,1,2016
recruiting,1,2002
recruiting,1,2003
recruiting,1,2005
recruiters,1,2011
recruit,2,2001
recruit,1,2002
recruit,1,2015
recruit,2,2016
recriminations,1,2003
recoverygov,1,2009
recovery,1,2001
recovery,2,2003
recovery,2,2007
recovery,11,2009
recovery,8,2010
recovery,1,2012
recovery,2,2013
recovery,2,2014
recovery,1,2015
recovers,1,2009
recovering,1,2003
recovered,1,2010
recovered,1,2016
recover,1,2005
recover,1,2006
recover,2,2009
recover,2,2010
records,1,2004
records,1,2006
records,1,2009
records,1,2011
record,1,2001
record,1,2003
record,1,2006
record,4,2008
record,4,2010
record,1,2013
record,3,2015
record,2,2016
reconstruction,2,2006
reconstruction,1,2008
reconnaissance,1,2007
reconciliation,1,2007
reconciliation,2,2008
recommended,1,2005
recommended,1,2008
recommendations,2,2001
recommendations,1,2005
recommendations,1,2008
recommendations,1,2015
recommendation,1,2005
recommend,1,2001
recognizes,1,2008
recognizes,1,2009
recognize,1,2003
recognize,2,2005
recognize,2,2006
recognize,2,2008
recognize,1,2010
recognize,1,2011
recognize,1,2012
recognize,3,2013
recognize,1,2015
recognize,2,2016
recognition,1,2011
recognition,1,2014
reclaiming,1,2016
reclaim,1,2008
reclaim,1,2012
reckoning,1,2003
reckoning,1,2009
recklessness,1,2010
recklessness,1,2012
recklessness,1,2016
reckless,1,2003
reckless,1,2009
reckless,1,2013
recipients,1,2016
recipe,1,2016
recession,3,2002
recession,2,2003
recession,1,2004
recession,1,2005
recession,6,2009
recession,6,2010
recession,4,2011
recession,2,2012
recession,1,2013
recession,1,2014
recession,2,2015
recession,1,2016
recently,2,2003
recently,2,2005
recently,1,2008
recently,2,2011
recently,2,2012
recently,1,2013
recent,1,2001
recent,1,2003
recent,2,2006
recent,1,2007
recent,1,2011
receiving,1,2003
receiving,1,2007
received,1,2007
received,1,2011
receive,4,2003
receive,2,2004
receive,2,2005
receive,2,2007
receive,4,2009
receive,1,2012
receive,3,2013
receive,2,2014
recedes,1,2012
recapture,1,2015
rebuilt,1,2009
rebuilt,1,2012
rebuilding,2,2002
rebuilding,1,2007
rebuilding,1,2009
rebuilding,1,2010
rebuilding,2,2011
rebuilding,1,2012
rebuilding,3,2013
rebuilding,2,2014
rebuilding,1,2015
rebuilding,1,2016
rebuild,2,2002
rebuild,1,2003
rebuild,2,2008
rebuild,2,2009
rebuild,1,2010
rebuild,1,2011
rebuild,1,2013
rebuild,2,2015
rebuild,1,2016
rebounding,1,2013
rebounding,1,2014
rebekahs,1,2015
rebekah,7,2015
rebates,1,2010
reauthorize,1,2002
reauthorize,1,2005
reauthorize,2,2006
reauthorize,1,2007
reauthorize,1,2008
reassuring,1,2015
reasons,1,2001
reasons,1,2009
reasons,1,2014
reasonable,2,2001
reasonable,1,2013
reason,1,2001
reason,1,2004
reason,1,2009
reason,5,2010
reason,2,2011
reason,1,2012
reason,1,2013
reason,1,2014
reason,2,2015
reason,3,2016
rear,1,2001
realworld,1,2014
really,2,2004
really,1,2011
really,1,2012
really,1,2013
really,1,2015
realizing,1,2010
realizing,1,2013
realized,1,2002
realized,1,2008
realized,1,2011
realize,2,2008
realize,1,2010
realize,1,2013
reality,1,2006
reality,1,2009
reality,1,2010
reality,1,2016
realities,1,2009
realistic,1,2004
real,1,2001
real,1,2002
real,1,2003
real,1,2005
real,2,2009
real,1,2010
real,1,2011
real,2,2012
real,4,2013
real,3,2014
real,2,2016
reagan,1,2001
reagan,1,2006
reagan,1,2010
reagan,2,2014
reaffirming,1,2011
reaffirmed,1,2005
reaffirm,1,2008
reaffirm,1,2010
readytowork,1,2014
readytobefilled,1,2014
readying,1,2009
ready,2,2007
ready,1,2010
ready,2,2013
ready,1,2014
ready,1,2015
ready,1,2016
reading,6,2001
reading,2,2004
reading,1,2007
reading,1,2008
reading,1,2015
readiness,1,2013
read,1,2001
read,1,2002
read,1,2003
read,1,2004
read,1,2009
read,2,2010
read,2,2013
reactive,1,2015
reaction,1,2003
reaction,1,2006
reaction,1,2007
reacting,1,2015
react,1,2015
reaching,1,2007
reaching,3,2014
reaching,1,2016
reaches,1,2007
reaches,1,2008
reached,1,2008
reached,1,2010
reach,1,2001
reach,3,2005
reach,2,2006
reach,3,2007
reach,2,2008
reach,1,2009
reach,4,2011
reach,2,2012
reach,2,2013
reach,3,2014
reach,2,2015
reach,2,2016
ravages,1,2009
rations,1,2003
rational,1,2006
rational,1,2016
rather,2,2005
rather,1,2010
rather,1,2013
rather,2,2015
rather,1,2016
rates,3,2001
rates,1,2002
rates,3,2004
rates,1,2005
rates,1,2006
rates,2,2009
rates,1,2011
rates,4,2012
rates,5,2013
rates,2,2014
rates,1,2016
rated,1,2011
rate,7,2001
rate,1,2005
rate,1,2008
rate,1,2011
rate,2,2012
rate,1,2013
rate,2,2014
rate,5,2015
rate,1,2016
rash,1,2015
rarely,1,2002
rarely,1,2012
rarely,1,2014
rare,1,2004
rapidlychanging,1,2014
rapidly,1,2004
rapidly,1,2013
rapid,1,2006
rape,1,2003
ranks,1,2007
rangoon,1,2013
ranging,1,2005
rangers,1,2014
ranger,1,2014
range,1,2001
range,1,2008
range,1,2013
randolph,1,2011
rancorous,1,2014
rancor,1,2011
rancor,1,2016
ran,1,2004
ran,2,2010
ran,1,2012
ran,1,2015
ramoses,1,2001
ramos,1,2001
ramallah,1,2008
rallying,1,2007
rallying,1,2016
rally,1,2006
rallied,1,2002
rallied,1,2011
rallied,1,2014
raleigh,1,2012
raleigh,1,2014
raising,1,2003
raising,1,2004
raising,1,2005
raising,2,2006
raising,2,2007
raising,1,2008
raising,1,2010
raising,1,2012
raising,1,2013
raising,1,2016
raises,1,2010
raised,2,2005
raised,1,2007
raised,1,2008
raised,1,2010
raised,1,2013
raised,1,2014
raise,1,2002
raise,1,2004
raise,3,2006
raise,1,2007
raise,1,2009
raise,2,2010
raise,2,2011
raise,2,2012
raise,3,2013
raise,8,2014
raise,4,2015
raise,1,2016
railways,1,2011
rails,1,2007
railroads,1,2010
railroad,1,2009
railroad,1,2010
railroad,3,2011
railed,1,2008
rail,2,2011
rail,1,2013
raids,3,2004
raid,1,2012
rage,1,2006
rage,1,2007
radicals,1,2007
radicalism,1,2005
radicalism,2,2006
radical,1,2001
radical,2,2006
radical,3,2007
racism,1,2001
racing,1,2016
racial,1,2001
races,1,2005
races,1,2015
race,1,2002
race,1,2004
race,9,2011
race,1,2012
race,3,2013
race,5,2014
race,1,2015
race,1,2016
quo,1,2004
quo,3,2010
quo,1,2012
quo,1,2016
quitting,2,2009
quitters,2,2009
quite,1,2007
quit,1,2009
quit,3,2010
quit,1,2014
quiet,1,2002
quiet,1,2006
quiet,1,2009
quiet,3,2016
quickly,3,2001
quickly,2,2002
quickly,1,2003
quickly,1,2005
quickly,1,2008
quickly,2,2009
quickly,1,2012
quicker,1,2012
quicken,1,2009
quick,2,2009
questions,1,2007
questions,1,2010
questions,1,2011
questions,1,2013
questions,1,2016
question,1,2002
question,1,2004
question,2,2005
question,2,2007
question,1,2010
question,1,2011
question,1,2012
question,1,2013
question,1,2014
question,2,2015
question,2,2016
quartet,1,2007
quarters,1,2015
quarterly,1,2016
quarter,1,2004
quarter,1,2009
quarter,2,2011
quarter,2,2012
quarrel,1,2008
quantities,2,2003
quality,4,2001
quality,1,2002
quality,1,2003
quality,1,2006
quality,1,2008
quality,2,2009
quality,3,2011
quality,1,2013
quality,2,2015
qualities,1,2003
qualities,1,2007
qualities,1,2009
qualified,1,2005
qualified,1,2007
quagmire,1,2016
qaidas,1,2003
qaida,1,2002
qaida,7,2003
qaida,3,2004
qaida,2,2005
qaedas,2,2008
qaedas,1,2010
qaedas,1,2011
qaedas,1,2014
qaedairaq,1,2008
qaeda,3,2006
qaeda,10,2007
qaeda,8,2008
qaeda,1,2009
qaeda,1,2010
qaeda,3,2011
qaeda,1,2012
qaeda,4,2013
qaeda,2,2014
qaeda,3,2016
qadhafi,1,2004
qadhafi,1,2012
putting,1,2003
putting,1,2010
putting,1,2011
putting,1,2012
putting,1,2013
putting,1,2014
putting,1,2015
putting,1,2016
puts,1,2001
puts,1,2010
puts,1,2012
puts,1,2013
putins,1,2015
put,4,2001
put,2,2002
put,3,2003
put,2,2004
put,4,2006
put,3,2007
put,1,2008
put,9,2009
put,8,2010
put,7,2011
put,8,2012
put,7,2013
put,7,2014
put,5,2015
put,3,2016
pushing,1,2015
pushing,2,2016
pushed,3,2009
push,1,2006
push,1,2011
push,3,2016
purveyors,1,2008
pursuit,1,2002
pursuit,1,2003
pursuit,1,2008
pursuit,1,2010
pursuit,1,2013
pursuing,1,2004
pursuing,2,2005
pursuing,1,2006
pursuing,5,2007
pursuing,1,2008
pursues,1,2002
pursues,1,2003
pursued,1,2003
pursue,1,2002
pursue,1,2004
pursue,1,2005
pursue,1,2006
pursue,2,2008
pursue,2,2011
pursue,2,2013
pursue,4,2014
pursue,1,2016
purposes,1,2004
purposes,1,2005
purposes,2,2007
purpose,2,2001
purpose,3,2002
purpose,1,2003
purpose,1,2005
purpose,2,2008
purpose,1,2009
purpose,1,2010
purpose,2,2011
purpose,2,2012
purpose,2,2015
purple,1,2006
purchasing,1,2008
purchasing,1,2012
purchases,1,2013
purchased,1,2005
purchase,1,2003
purchase,1,2007
purchase,1,2009
punishing,1,2010
punishing,1,2011
punishes,1,2009
punish,2,2001
punish,1,2004
punish,2,2005
punish,1,2014
pundits,1,2010
pundits,1,2015
punch,1,2014
pumping,1,2007
pump,1,2014
pump,1,2015
pulled,1,2007
pull,1,2009
pull,1,2010
pull,2,2014
pull,1,2015
pull,2,2016
publish,1,2010
public,5,2001
public,2,2002
public,1,2003
public,1,2004
public,5,2006
public,2,2007
public,3,2008
public,2,2009
public,5,2010
public,2,2011
public,5,2012
public,3,2013
public,1,2014
public,1,2015
public,2,2016
ptech,1,2013
ps,1,2004
prudent,1,2001
prudent,1,2014
provoke,1,2007
provocations,1,2013
provisions,2,2004
proving,1,2002
proving,1,2004
proving,2,2012
provincial,2,2008
provinces,2,2008
province,2,2007
providing,1,2001
providing,1,2003
providing,2,2004
providing,1,2005
providing,1,2006
providing,1,2008
providing,2,2010
providing,1,2011
providing,1,2012
providing,2,2016
provides,1,2001
provides,1,2003
provides,2,2005
provides,2,2007
provides,1,2009
providers,1,2009
providence,1,2003
providence,1,2005
provided,1,2004
provided,2,2005
provided,2,2009
provided,1,2011
provided,1,2015
provide,3,2001
provide,1,2002
provide,2,2003
provide,3,2004
provide,4,2005
provide,2,2006
provide,2,2007
provide,3,2008
provide,5,2009
provide,2,2010
provide,1,2013
provide,1,2016
proves,1,2009
proven,1,2004
proven,1,2006
proven,1,2009
proven,1,2013
proven,1,2014
proved,1,2002
proved,2,2011
prove,1,2001
prove,1,2013
prove,1,2016
proudly,1,2004
proudest,1,2012
prouder,1,2015
proud,1,2001
proud,3,2002
proud,2,2004
proud,5,2005
proud,2,2006
proud,1,2007
proud,2,2008
proud,1,2009
proud,1,2011
proud,3,2012
proud,1,2013
proud,1,2014
proud,1,2015
protester,1,2016
protects,1,2001
protects,1,2003
protects,2,2004
protects,1,2013
protects,1,2014
protects,1,2015
protects,1,2016
protective,1,2008
protections,1,2007
protections,1,2011
protections,1,2013
protections,1,2015
protections,1,2016
protectionists,1,2006
protectionism,1,2006
protectionism,1,2009
protection,2,2006
protection,1,2008
protection,1,2014
protecting,1,2001
protecting,1,2004
protecting,3,2006
protecting,2,2008
protecting,2,2010
protecting,1,2012
protecting,2,2016
protected,1,2001
protected,2,2002
protected,1,2005
protected,1,2006
protected,1,2007
protected,1,2010
protected,1,2013
protected,1,2016
protect,2,2001
protect,5,2002
protect,6,2003
protect,4,2004
protect,6,2005
protect,3,2006
protect,5,2007
protect,5,2008
protect,3,2009
protect,2,2010
protect,3,2011
protect,2,2012
protect,8,2013
protect,5,2014
protect,9,2015
protect,3,2016
prosthetics,1,2015
prospers,1,2002
prosperous,1,2001
prosperous,2,2008
prosperous,1,2011
prosperous,1,2015
prosperity,1,2002
prosperity,1,2003
prosperity,1,2004
prosperity,2,2005
prosperity,3,2006
prosperity,1,2007
prosperity,2,2008
prosperity,5,2009
prosperity,4,2010
prosperity,1,2011
prosperity,1,2012
prosperity,3,2013
prosperity,2,2014
prosperity,1,2016
prosper,1,2008
prosper,1,2010
prosper,1,2011
prospects,1,2011
prospect,1,2003
prosecutors,1,2012
prosecution,1,2013
prosecuting,1,2010
prosecuted,1,2005
prosecute,1,2010
proposing,1,2001
proposing,2,2003
proposing,3,2010
proposing,2,2011
proposing,1,2012
proposing,3,2013
proposed,1,2008
proposed,2,2010
proposed,3,2011
proposed,1,2012
proposed,2,2013
propose,3,2001
propose,4,2003
propose,9,2004
propose,1,2005
propose,3,2006
propose,3,2007
propose,3,2013
proposals,1,2005
proposals,2,2008
proposals,1,2011
proposals,3,2013
proposals,1,2014
proposals,1,2015
proposals,1,2016
proposal,1,2001
proposal,1,2004
proposal,1,2005
proposal,1,2006
proposal,2,2007
proposal,1,2008
proposal,1,2010
proposal,2,2011
proposal,1,2012
proportion,1,2009
proportion,2,2011
property,1,2002
properly,1,2015
proper,1,2007
proper,1,2014
propelled,1,2015
propaganda,1,2004
propaganda,1,2016
prop,1,2016
proof,2,2015
prompting,1,2010
prompt,1,2007
prompt,1,2008
promotion,1,2001
promotion,1,2002
promotion,1,2011
promotion,1,2014
promotion,1,2015
promoting,1,2001
promoting,1,2004
promoting,1,2011
promotes,1,2001
promote,6,2001
promote,1,2002
promote,2,2003
promote,1,2004
promote,3,2005
promote,2,2008
promote,2,2010
promote,1,2011
promote,1,2013
promote,3,2014
promote,1,2016
promising,1,2006
promising,1,2008
promising,1,2012
promising,1,2016
promises,2,2001
promises,1,2007
promises,1,2009
promises,2,2013
promises,2,2016
promised,1,2003
promised,1,2007
promised,2,2010
promised,2,2015
promise,1,2002
promise,1,2003
promise,1,2005
promise,2,2006
promise,1,2007
promise,1,2008
promise,3,2009
promise,4,2010
promise,3,2011
promise,5,2012
promise,3,2013
promise,2,2014
promise,1,2015
promise,2,2016
prominent,1,2007
proliferation,1,2005
proliferation,1,2009
projects,1,2006
projects,1,2008
projects,2,2010
projects,4,2011
projects,4,2012
projects,1,2013
projects,1,2014
projected,1,2010
project,1,2003
project,1,2004
project,1,2007
project,3,2011
project,1,2014
project,1,2016
prohibited,1,2003
prohibited,1,2010
prohibited,1,2015
prohibit,1,2006
progrowth,1,2004
progrowth,1,2005
progressive,1,2007
progress,2,2001
progress,2,2002
progress,2,2003
progress,3,2004
progress,1,2005
progress,3,2006
progress,2,2007
progress,6,2008
progress,3,2009
progress,1,2010
progress,5,2011
progress,1,2012
progress,6,2013
progress,5,2014
progress,3,2015
progress,5,2016
programs,6,2001
programs,1,2002
programs,4,2003
programs,4,2004
programs,3,2005
programs,2,2006
programs,4,2008
programs,5,2009
programs,3,2010
programs,2,2011
programs,2,2012
programs,2,2013
programs,3,2014
programs,1,2015
programmy,1,2001
programming,1,2004
program,4,2003
program,6,2004
program,1,2005
program,3,2006
program,1,2007
program,3,2008
program,2,2009
program,3,2010
program,3,2012
program,2,2013
program,5,2014
program,3,2015
program,3,2016
profound,1,2003
profound,1,2014
profound,1,2015
profound,1,2016
profits,2,2003
profits,1,2011
profits,3,2012
profits,1,2013
profits,2,2014
profits,1,2015
profits,1,2016
profitable,1,2009
profitable,1,2010
profitable,1,2011
profitable,1,2012
profitable,1,2014
profit,1,2009
profiling,1,2001
profile,1,2008
professionals,1,2004
professionals,2,2006
professionals,1,2009
professionals,1,2011
professionals,1,2012
professional,1,2004
profession,1,2001
products,1,2001
products,3,2008
products,2,2010
products,3,2011
products,7,2012
products,1,2013
products,1,2015
products,1,2016
productivity,1,2004
productivity,1,2014
productive,1,2002
productive,1,2004
productive,1,2005
productive,1,2011
productive,2,2012
productionwe,1,2015
production,1,2002
production,3,2003
production,1,2005
production,1,2007
production,1,2009
production,1,2010
production,1,2012
production,3,2014
producing,1,2003
producing,1,2006
producing,2,2007
producing,1,2009
produces,1,2007
produced,2,2014
produce,2,2001
produce,5,2003
produce,1,2004
produce,1,2006
produce,1,2011
produce,2,2013
produce,1,2015
produce,1,2016
proctor,1,2011
process,1,2003
process,1,2004
process,1,2007
process,2,2009
process,1,2010
process,2,2013
process,2,2014
process,1,2016
procedures,1,2014
problems,3,2001
problems,1,2002
problems,3,2003
problems,2,2005
problems,1,2006
problems,1,2007
problems,4,2009
problems,5,2010
problems,1,2011
problems,1,2016
problem,1,2001
problem,1,2003
problem,2,2004
problem,4,2006
problem,3,2009
problem,5,2010
problem,1,2011
problem,1,2012
problem,1,2013
problem,2,2014
problem,2,2016
probably,2,2009
probably,1,2011
prized,1,2009
prize,1,2003
privileged,1,2002
privilege,3,2001
privilege,1,2002
privilege,2,2005
privilege,2,2006
privilege,1,2007
privilege,1,2009
privatesector,1,2006
privatesector,1,2016
private,3,2001
private,1,2002
private,3,2004
private,1,2006
private,4,2007
private,1,2008
private,4,2009
private,3,2011
private,2,2012
private,3,2013
private,1,2014
private,1,2016
privacy,1,2008
privacy,1,2009
privacy,1,2013
privacy,1,2014
privacy,3,2015
pristine,1,2014
prisoners,2,2003
prisoners,2,2004
prisoners,1,2015
prisoner,1,2004
prisoner,1,2015
prison,1,2001
prison,1,2002
prison,1,2003
prison,5,2004
prison,1,2006
prison,1,2014
prison,2,2015
prison,2,2016
priority,3,2001
priority,3,2002
priority,2,2012
priority,2,2013
priority,2,2015
priority,1,2016
priorities,3,2001
priorities,1,2002
priorities,2,2003
priorities,1,2004
priorities,1,2005
priorities,1,2006
priorities,1,2007
priorities,2,2009
priorities,1,2010
priorities,2,2013
priorities,1,2014
priorities,2,2016
prior,1,2006
prior,1,2010
printing,1,2013
principles,1,2001
principles,1,2005
principles,1,2006
principles,1,2008
principles,1,2015
principled,2,2004
principled,1,2011
principled,1,2014
principled,1,2016
principle,2,2005
principle,1,2007
principle,1,2008
principle,1,2009
principle,1,2014
principle,1,2015
principals,1,2011
principals,1,2014
principal,1,2009
principal,1,2010
principal,1,2011
prime,1,2003
prime,2,2005
primary,1,2004
primary,1,2005
pride,1,2004
pride,1,2009
pride,1,2010
pride,1,2011
prices,2,2001
prices,1,2005
prices,1,2006
prices,2,2008
prices,2,2013
prices,1,2014
prices,1,2015
priced,1,2014
priced,1,2015
price,3,2002
price,1,2004
price,2,2007
price,3,2009
price,1,2010
price,1,2012
price,1,2013
prey,1,2008
previous,1,2001
previous,1,2006
prevents,1,2007
prevents,1,2011
prevents,1,2012
prevents,1,2014
prevents,1,2015
prevents,1,2016
preventive,1,2003
preventive,1,2004
preventive,1,2009
preventive,1,2010
prevention,1,2005
preventing,1,2003
preventing,1,2005
preventing,1,2011
preventing,1,2013
preventing,1,2014
prevented,1,2003
prevented,1,2006
prevented,1,2009
preventable,1,2013
prevent,2,2002
prevent,3,2003
prevent,1,2004
prevent,2,2005
prevent,2,2006
prevent,1,2009
prevent,1,2010
prevent,1,2011
prevent,5,2012
prevent,4,2013
prevent,1,2014
prevent,3,2015
prevent,1,2016
prevailed,1,2008
prevailed,1,2010
prevail,1,2002
prevail,1,2003
prevail,1,2007
pretty,1,2002
pretty,1,2011
pretty,1,2016
pretending,1,2006
pretending,1,2011
pretend,1,2010
presume,1,2013
pressures,1,2008
pressure,1,2007
pressure,2,2008
pressure,1,2011
pressure,1,2012
pressure,1,2013
pressure,1,2014
pressing,1,2006
pressing,2,2008
press,1,2002
press,2,2004
press,1,2007
presiding,1,2007
presidents,2,2001
presidents,1,2003
presidents,2,2006
presidents,1,2007
presidents,1,2009
presidents,1,2012
presidents,1,2016
presidential,2,2001
presidential,1,2006
president,5,2001
president,2,2002
president,2,2003
president,3,2004
president,5,2005
president,3,2006
president,3,2007
president,3,2008
president,5,2009
president,6,2010
president,2,2011
president,5,2012
president,2,2013
president,5,2014
president,4,2015
president,5,2016
presidency,1,2006
presidency,1,2012
presidency,1,2015
presidency,1,2016
preside,1,2011
preserving,1,2007
preserve,1,2001
preserve,2,2004
preserve,1,2005
preserve,1,2009
preserve,1,2010
preserve,1,2016
presents,1,2013
presents,1,2015
present,1,2001
present,1,2003
present,1,2006
presence,1,2015
prescriptions,1,2001
prescription,3,2001
prescription,1,2002
prescription,1,2003
prescription,6,2004
prescription,1,2009
prescription,1,2010
prescription,1,2011
prescription,1,2013
prescription,2,2014
prescription,1,2016
preschool,4,2013
prerequisite,1,2009
preparing,1,2006
preparing,1,2008
preparing,1,2009
preparing,1,2014
prepared,3,2001
prepared,1,2002
prepared,1,2003
prepared,1,2007
prepared,1,2009
prepared,1,2010
prepared,2,2011
prepared,1,2012
prepared,1,2013
prepared,1,2014
prepare,2,2001
prepare,1,2002
prepare,2,2004
prepare,3,2005
prepare,1,2009
prepare,1,2011
prepare,1,2012
prepare,1,2013
prepare,1,2014
prepare,2,2015
preparation,1,2004
premiums,1,2004
premiums,1,2009
premiums,3,2010
premiums,1,2014
premiums,1,2015
premium,1,2004
premise,1,2008
prek,3,2014
prek,1,2016
pregnancy,1,2001
pregnancy,1,2013
pregnancies,1,2015
preferences,1,2008
preference,1,2011
prefer,1,2014
prefer,1,2016
preexisting,1,2010
preexisting,1,2011
preexisting,2,2014
preeminent,1,2006
predicting,1,2011
predict,1,2011
predicament,1,2009
predecessor,1,2005
predecessor,1,2012
predatory,1,2015
precision,1,2002
precision,1,2015
precisely,1,2007
precisely,2,2010
precious,2,2013
precious,1,2016
preamble,1,2008
preach,1,2007
praying,1,2014
prayers,1,2001
prayers,1,2007
prayer,1,2007
pray,1,2007
pray,1,2011
pray,1,2016
praise,1,2001
praise,1,2003
practices,1,2001
practices,1,2008
practices,1,2009
practices,1,2010
practices,2,2012
practices,1,2015
practices,1,2016
practice,1,2003
practice,1,2006
practice,1,2007
practice,1,2016
practical,1,2006
practical,1,2014
practical,1,2015
pr,1,2011
powers,1,2008
powerplants,1,2002
powerplants,1,2003
powerplant,1,2005
poweris,1,2015
powerful,2,2005
powerful,1,2008
powerful,1,2009
powerful,1,2010
powerful,1,2011
powerful,2,2013
powerful,1,2014
powerful,2,2016
powered,1,2003
power,3,2002
power,9,2003
power,4,2004
power,2,2005
power,5,2006
power,4,2007
power,7,2008
power,7,2009
power,1,2010
power,2,2011
power,8,2012
power,8,2013
power,4,2014
power,7,2015
power,7,2016
powell,1,2003
poverty,1,2001
poverty,1,2002
poverty,1,2006
poverty,3,2007
poverty,1,2008
poverty,1,2009
poverty,1,2010
poverty,1,2012
poverty,4,2013
poverty,3,2014
poverty,1,2015
poverty,2,2016
pouring,1,2011
pouring,1,2016
pounded,1,2014
potential,1,2003
potential,3,2008
potential,1,2010
potential,1,2012
potential,1,2013
potential,1,2014
potential,2,2015
pot,1,2007
pot,1,2015
posturing,1,2002
posturing,1,2010
posts,1,2004
posts,1,2005
posts,1,2010
postpartisan,1,2010
posterity,1,2009
posted,1,2003
posted,1,2008
post,1,2010
post,1,2014
possible,1,2001
possible,2,2002
possible,4,2003
possible,1,2005
possible,1,2007
possible,2,2008
possible,3,2010
possible,7,2011
possible,4,2012
possible,2,2013
possible,2,2014
possible,3,2015
possible,2,2016
possibility,1,2003
possibility,1,2005
possibility,1,2009
possibility,1,2015
possibilities,1,2003
possibilities,1,2014
possessions,1,2012
possessed,1,2007
possessed,1,2014
possess,1,2003
possess,1,2009
positioned,1,2012
positioned,1,2014
positioned,1,2016
position,2,2007
position,1,2012
posing,1,2003
poses,1,2015
pose,1,2002
pose,2,2013
pose,1,2015
pose,2,2016
ports,1,2003
ports,1,2013
ports,1,2014
ports,1,2015
portion,2,2005
portable,1,2006
populism,1,2008
population,1,2003
population,1,2013
population,1,2015
popular,1,2008
popular,2,2010
pope,1,2015
pope,1,2016
poorly,1,2006
poorest,1,2008
poor,1,2001
poor,1,2005
poor,1,2006
poor,2,2007
poor,1,2008
poor,1,2012
poor,1,2013
poor,1,2014
pollutionfree,1,2003
pollutionfree,1,2006
pollution,1,2003
pollution,1,2005
pollution,1,2009
pollution,2,2012
pollution,2,2013
pollution,3,2014
pollution,1,2015
pollution,1,2016
polls,1,2005
polls,1,2016
polling,1,2013
poll,1,2001
poll,1,2010
politicsa,1,2015
politics,1,2001
politics,1,2005
politics,1,2006
politics,1,2009
politics,5,2010
politics,1,2011
politics,4,2012
politics,1,2013
politics,7,2015
politics,7,2016
politicians,1,2006
politicians,1,2010
politicians,1,2011
politicians,2,2016
political,1,2001
political,1,2003
political,2,2005
political,2,2006
political,2,2007
political,1,2008
political,4,2010
political,1,2011
political,1,2014
political,1,2015
political,5,2016
politely,1,2003
polio,1,2015
policymaking,1,2010
policy,2,2001
policy,2,2002
policy,1,2003
policy,1,2005
policy,3,2007
policy,3,2008
policy,1,2009
policy,3,2011
policy,1,2012
policy,1,2013
policy,2,2014
policy,2,2015
policy,1,2016
policies,1,2004
policies,1,2005
policies,1,2006
policies,1,2007
policies,2,2009
policies,3,2012
policies,1,2014
policies,1,2015
policeman,1,2016
police,2,2001
police,4,2002
police,1,2004
police,1,2005
police,2,2008
police,1,2009
police,2,2013
police,1,2014
police,1,2015
poland,2,2004
poison,1,2002
poison,1,2016
poised,1,2011
poised,1,2012
poised,1,2013
points,2,2001
points,1,2005
pointed,1,2015
point,1,2005
point,2,2006
point,1,2009
point,3,2011
point,3,2012
point,3,2014
point,2,2015
point,1,2016
podemos,1,2001
pockets,1,2008
pockets,1,2009
pockets,1,2011
pockets,2,2013
pockets,1,2015
pocket,1,2012
plutonium,1,2005
plus,1,2009
plus,1,2014
plunged,1,2012
plunged,1,2013
plunge,1,2008
plugin,1,2007
plugin,1,2009
plotting,1,2002
plotting,2,2004
plotting,2,2016
plotted,1,2002
plots,1,2010
plots,1,2011
plots,1,2016
plot,1,2004
plot,2,2007
plot,1,2008
plot,1,2009
plenty,1,2012
plenty,1,2014
plenty,2,2016
plentiful,1,2014
pledged,1,2001
pledged,1,2004
pledged,1,2007
